,Nombre,Contrato 2024,Equipo 2024,Contrato 2023,Equipo 2023,Contrato 2022,Equipo 2022,Contrato 2021,Equipo 2021,Contrato 2020,Equipo 2020,Contrato 2019,Equipo 2019,Contrato 2018,Equipo 2018,Contrato 2017,Equipo 2017,Contrato 2016,Equipo 2016,RANK 2024,AGE 2024,GP 2024,W 2024,L 2024,MIN 2024,PTS 2024,FGM 2024,FGA 2024,FG% 2024,3PM 2024,3PA 2024,3P% 2024,FTM 2024,FTA 2024,FT% 2024,OREB 2024,DREB 2024,REB 2024,AST 2024,TOV 2024,STL 2024,BLK 2024,PF 2024,FP 2024,DD2 2024,TD3 2024,+/- 2024,RANK 2023,AGE 2023,GP 2023,W 2023,L 2023,MIN 2023,PTS 2023,FGM 2023,FGA 2023,FG% 2023,3PM 2023,3PA 2023,3P% 2023,FTM 2023,FTA 2023,FT% 2023,OREB 2023,DREB 2023,REB 2023,AST 2023,TOV 2023,STL 2023,BLK 2023,PF 2023,FP 2023,DD2 2023,TD3 2023,+/- 2023,RANK 2022,AGE 2022,GP 2022,W 2022,L 2022,MIN 2022,PTS 2022,FGM 2022,FGA 2022,FG% 2022,3PM 2022,3PA 2022,3P% 2022,FTM 2022,FTA 2022,FT% 2022,OREB 2022,DREB 2022,REB 2022,AST 2022,TOV 2022,STL 2022,BLK 2022,PF 2022,FP 2022,DD2 2022,TD3 2022,+/- 2022,RANK 2021,AGE 2021,GP 2021,W 2021,L 2021,MIN 2021,PTS 2021,FGM 2021,FGA 2021,FG% 2021,3PM 2021,3PA 2021,3P% 2021,FTM 2021,FTA 2021,FT% 2021,OREB 2021,DREB 2021,REB 2021,AST 2021,TOV 2021,STL 2021,BLK 2021,PF 2021,FP 2021,DD2 2021,TD3 2021,+/- 2021,RANK 2020,AGE 2020,GP 2020,W 2020,L 2020,MIN 2020,PTS 2020,FGM 2020,FGA 2020,FG% 2020,3PM 2020,3PA 2020,3P% 2020,FTM 2020,FTA 2020,FT% 2020,OREB 2020,DREB 2020,REB 2020,AST 2020,TOV 2020,STL 2020,BLK 2020,PF 2020,FP 2020,DD2 2020,TD3 2020,+/- 2020,RANK 2019,AGE 2019,GP 2019,W 2019,L 2019,MIN 2019,PTS 2019,FGM 2019,FGA 2019,FG% 2019,3PM 2019,3PA 2019,3P% 2019,FTM 2019,FTA 2019,FT% 2019,OREB 2019,DREB 2019,REB 2019,AST 2019,TOV 2019,STL 2019,BLK 2019,PF 2019,FP 2019,DD2 2019,TD3 2019,+/- 2019,RANK 2018,AGE 2018,GP 2018,W 2018,L 2018,MIN 2018,PTS 2018,FGM 2018,FGA 2018,FG% 2018,3PM 2018,3PA 2018,3P% 2018,FTM 2018,FTA 2018,FT% 2018,OREB 2018,DREB 2018,REB 2018,AST 2018,TOV 2018,STL 2018,BLK 2018,PF 2018,FP 2018,DD2 2018,TD3 2018,+/- 2018,RANK 2017,AGE 2017,GP 2017,W 2017,L 2017,MIN 2017,PTS 2017,FGM 2017,FGA 2017,FG% 2017,3PM 2017,3PA 2017,3P% 2017,FTM 2017,FTA 2017,FT% 2017,OREB 2017,DREB 2017,REB 2017,AST 2017,TOV 2017,STL 2017,BLK 2017,PF 2017,FP 2017,DD2 2017,TD3 2017,+/- 2017,RANK 2016,AGE 2016,GP 2016,W 2016,L 2016,MIN 2016,PTS 2016,FGM 2016,FGA 2016,FG% 2016,3PM 2016,3PA 2016,3P% 2016,FTM 2016,FTA 2016,FT% 2016,OREB 2016,DREB 2016,REB 2016,AST 2016,TOV 2016,STL 2016,BLK 2016,PF 2016,FP 2016,DD2 2016,TD3 2016,+/- 2016
156,RUTHY HEBARD,,,,CHI,,CHI,,CHI,205016.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,26.0,19.0,9.0,10.0,9.2,3.9,1.6,2.8,58.5,0.0,0.0,0.0,0.7,1.1,65.0,0.9,1.5,2.4,0.4,0.2,0.3,0.4,1.3,8.0,0.0,0.0,0.9,134.0,25.0,24.0,17.0,7.0,9.7,2.3,1.0,2.0,51.0,0.0,0.0,0.0,0.3,0.3,75.0,0.3,1.4,1.7,0.5,0.5,0.3,0.1,1.2,5.5,0.0,0.0,-0.8,88.0,24.0,30.0,14.0,16.0,16.8,5.8,2.4,4.6,52.9,0.0,0.1,0.0,0.9,1.1,79.4,1.4,3.0,4.4,0.8,0.6,0.7,0.7,2.0,13.6,3.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,JOCELYN WILLOUGHBY,,,,NY,,NY,,NY,196378.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,26.0,29.0,23.0,6.0,6.6,1.2,0.4,1.0,40.0,0.2,0.6,43.8,0.1,0.1,100.0,0.3,0.4,0.8,0.4,0.3,0.1,0.0,0.7,2.8,0.0,0.0,-1.5,130.0,25.0,11.0,4.0,7.0,11.0,2.6,1.0,2.4,42.3,0.3,1.0,27.3,0.4,0.7,50.0,0.2,1.5,1.6,0.4,0.8,0.5,0.2,0.7,6.2,0.0,0.0,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,KADI SISSOKO,,,192527.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,25.0,40.0,9.0,31.0,8.4,1.5,0.6,1.6,37.1,0.1,0.5,16.7,0.3,0.4,62.5,0.4,1.1,1.6,0.2,0.7,0.1,0.1,1.1,3.7,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,CANDACE PARKER,,,100000.0,LV,,CHI,385000.0,CHI,577500.0,LA,577500.0,LA,577500.0,LA,577500.0,LA,577500.0,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,38.0,18.0,16.0,2.0,23.6,9.0,3.3,7.2,46.5,0.9,2.8,33.3,1.4,1.6,89.3,0.9,4.5,5.4,3.7,1.7,1.5,0.9,1.9,23.8,0.0,0.0,12.3,30.0,37.0,32.0,23.0,9.0,28.2,13.2,5.0,10.8,45.8,1.3,4.2,31.1,1.9,2.4,81.6,0.9,7.7,8.6,4.5,2.4,1.0,1.0,2.2,31.5,12.0,2.0,5.6,29.0,36.0,23.0,15.0,8.0,26.8,13.3,5.0,11.0,45.8,1.0,3.2,32.9,2.2,2.7,79.4,1.4,7.0,8.4,4.0,2.4,0.7,1.2,1.6,30.5,8.0,0.0,2.1,21.0,35.0,22.0,15.0,7.0,30.0,14.7,5.6,11.0,51.0,0.9,2.2,39.6,2.6,3.5,73.1,1.7,8.0,9.7,4.6,2.9,1.2,1.2,2.3,34.7,10.0,0.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,33.0,31.0,17.0,14.0,30.6,17.9,6.4,13.5,47.1,1.3,3.8,34.5,3.8,4.7,80.8,1.6,6.5,8.2,4.7,3.0,1.2,1.1,2.1,36.7,13.0,0.0,2.7,11.0,32.0,33.0,25.0,8.0,30.7,16.9,6.3,13.2,47.8,1.4,3.8,35.4,2.9,3.8,75.6,1.2,7.2,8.4,4.3,2.7,1.5,1.7,2.3,37.2,12.0,1.0,7.5,11.0,31.0,34.0,26.0,8.0,30.8,15.3,5.6,12.6,44.2,1.2,3.2,38.2,2.9,4.1,70.7,1.0,6.4,7.4,4.9,2.9,1.4,1.0,2.2,33.5,6.0,0.0,5.3
160,REBEKAH GARDNER,,,100000.0,CHI,60471.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,33.0,3.0,2.0,1.0,19.8,7.0,2.0,4.7,42.9,1.0,1.7,60.0,2.0,2.0,100.0,0.3,3.3,3.7,2.3,1.7,2.0,0.3,2.7,18.7,0.0,0.0,5.7,61.0,32.0,35.0,26.0,9.0,21.7,8.4,3.3,6.1,54.2,0.4,1.2,35.7,1.4,1.7,80.0,1.3,2.0,3.3,1.3,1.6,1.4,0.5,2.3,17.3,1.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,CHINEY OGWUMIKE,,,90000.0,LA,,LA,229390.0,LA,466000.0,LA,466000.0,LA,466000.0,CON,466000.0,CON,466000.0,CON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,32.0,10.0,5.0,5.0,21.2,8.4,3.4,7.9,43.0,0.1,1.3,7.7,1.5,2.1,71.4,1.4,2.9,4.3,1.3,1.2,1.3,0.3,3.7,17.3,0.0,0.0,-4.4,74.0,31.0,26.0,12.0,14.0,18.4,7.0,2.7,5.7,46.6,0.3,0.7,44.4,1.4,2.0,70.6,2.0,3.5,5.5,1.1,1.4,0.7,0.3,2.7,16.0,4.0,0.0,-0.6,71.0,30.0,7.0,2.0,5.0,19.2,7.0,2.9,7.0,40.8,0.4,0.6,75.0,0.9,1.1,75.0,1.6,2.6,4.1,1.1,0.9,0.9,0.4,3.3,15.3,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,27.0,31.0,19.0,12.0,25.5,14.4,5.7,9.4,60.3,0.0,0.1,50.0,3.0,3.8,79.7,2.7,4.6,7.3,1.0,1.6,1.2,0.6,3.4,26.4,7.0,0.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,25.0,33.0,14.0,19.0,24.3,12.6,4.8,8.2,58.7,0.0,0.0,0.0,3.0,4.2,71.9,2.7,4.0,6.7,0.7,1.5,1.0,1.0,3.6,24.0,8.0,0.0,-0.2
162,NINA MILIC,,,90000.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,EMMA CANNON,,,80000.0,IND,162400.0,IND,9270.0,IND,4560.0,LV,,,,,,,,,152.0,35.0,5.0,3.0,2.0,1.8,0.8,0.4,0.6,66.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.2,0.0,0.0,0.0,1.4,0.0,0.0,0.6,81.0,35.0,30.0,9.0,21.0,10.5,5.8,2.0,4.5,45.5,0.4,1.1,38.2,1.3,1.5,90.9,0.8,2.3,3.1,0.5,1.1,0.1,0.1,1.4,10.3,0.0,0.0,-1.2,79.0,34.0,24.0,2.0,22.0,14.0,6.8,2.5,4.8,52.6,0.4,0.8,50.0,1.5,2.0,72.9,0.9,2.2,3.1,0.5,0.7,0.6,0.1,2.0,12.2,0.0,0.0,-4.4,94.0,33.0,20.0,7.0,13.0,14.7,5.5,2.3,5.1,44.6,0.4,1.2,29.2,0.7,0.9,72.2,1.3,2.5,3.7,0.9,1.6,0.3,0.2,2.1,11.3,0.0,0.0,-3.0,143.0,32.0,1.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,29.0,34.0,18.0,16.0,12.9,4.4,1.6,3.4,49.1,0.0,0.1,0.0,1.1,1.9,58.7,1.3,2.3,3.6,0.3,0.9,0.1,0.1,2.1,8.9,0.0,0.0,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,KRISTI TOLIVER,,,75000.0,WAS,,LA,,LA,571817.0,LA,339000.0,WAS,339000.0,WAS,339000.0,WAS,339000.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,37.0,11.0,6.0,5.0,9.0,3.6,1.2,3.5,33.3,0.9,2.5,35.7,0.4,0.5,80.0,0.1,0.6,0.7,0.7,0.6,0.3,0.0,0.8,6.5,0.0,0.0,-2.5,92.0,36.0,11.0,4.0,7.0,19.8,5.9,1.7,4.6,37.3,1.2,3.3,36.1,1.3,1.5,87.5,0.0,0.7,0.7,3.1,2.3,0.4,0.0,1.3,11.6,0.0,0.0,-5.0,53.0,35.0,19.0,10.0,9.0,27.6,9.4,3.5,8.5,41.4,1.5,4.4,33.7,0.8,1.0,84.2,0.4,1.0,1.4,2.9,1.7,0.7,0.0,1.9,16.6,0.0,0.0,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,31.0,34.0,18.0,16.0,29.1,11.9,4.1,10.0,40.7,2.2,6.6,33.8,1.5,1.8,86.7,0.3,1.6,2.0,3.4,1.8,0.7,0.2,1.9,21.3,0.0,0.0,0.8,20.0,30.0,33.0,26.0,7.0,32.1,13.2,4.3,10.1,42.6,2.5,5.8,42.4,2.2,2.5,88.9,0.4,2.2,2.6,3.7,1.4,0.8,0.1,1.8,23.8,1.0,0.0,8.9
165,AMANDA ZAHUI B,,,74305.0,IND,,LA,274000.0,LA,218000.0,NY,218000.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,30.0,34.0,14.0,20.0,7.4,1.7,0.5,2.1,25.7,0.2,1.1,16.2,0.4,0.6,75.0,0.2,0.9,1.1,0.3,0.4,0.2,0.5,1.3,4.7,0.0,0.0,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,28.0,30.0,12.0,18.0,23.8,9.2,3.5,8.3,42.7,1.0,3.6,28.0,1.1,1.4,76.7,0.8,4.3,5.1,1.0,1.8,0.6,1.2,3.3,19.9,2.0,0.0,-1.6,55.0,27.0,21.0,2.0,19.0,25.3,9.0,3.1,8.8,35.3,1.6,4.8,34.0,1.2,1.7,69.4,0.7,7.8,8.5,1.9,2.6,0.9,1.2,3.1,25.3,3.0,0.0,-6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,25.0,29.0,7.0,22.0,15.9,7.7,3.1,6.2,50.0,0.7,2.1,34.4,0.8,1.3,60.5,1.3,1.7,3.0,0.7,1.5,0.4,0.4,2.8,13.8,1.0,0.0,-3.5,128.0,24.0,29.0,19.0,10.0,5.3,2.2,0.9,2.2,40.0,0.1,0.3,25.0,0.3,0.4,75.0,0.3,0.8,1.1,0.3,0.5,0.2,0.2,1.2,4.4,0.0,0.0,-0.5,100.0,23.0,33.0,21.0,12.0,11.3,5.0,1.7,3.8,44.9,0.1,0.5,18.8,1.5,1.8,78.7,1.3,1.9,3.2,0.4,1.1,0.3,0.7,2.1,10.6,0.0,0.0,0.3
166,ASIA DURR,,,74305.0,ATL,,ATL,,NY,237363.0,NY,237363.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,CAYLA GEORGE,,,74305.0,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,35.0,32.0,27.0,5.0,8.5,2.3,0.9,3.3,28.8,0.5,2.0,23.4,0.0,0.1,0.0,0.5,1.3,1.8,0.4,0.8,0.3,0.2,1.1,6.0,0.0,0.0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,30.0,23.0,9.0,14.0,10.7,3.6,1.5,3.4,43.6,0.5,1.7,30.8,0.1,0.3,50.0,0.7,2.1,2.8,0.7,0.6,0.1,0.2,1.3,8.2,0.0,0.0,0.7,112.0,29.0,32.0,16.0,16.0,11.9,3.3,1.3,3.4,37.6,0.4,1.4,28.3,0.3,0.4,64.3,0.3,2.3,2.7,0.5,0.5,0.3,0.4,1.9,8.1,1.0,0.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,SHEY PEDDY,,,74305.0,PHX,72141.0,PHX,58710.0,PHX,57000.0,PHX,41965.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,35.0,18.0,3.0,15.0,15.9,5.2,1.7,4.7,36.9,0.9,2.6,34.8,0.9,1.1,80.0,0.4,1.4,1.8,1.8,0.6,0.8,0.1,1.7,11.6,0.0,0.0,-1.1,49.0,34.0,34.0,15.0,19.0,28.7,9.9,3.4,8.2,41.8,1.4,4.3,32.9,1.6,1.9,88.9,1.3,2.4,3.8,3.4,1.4,1.6,0.2,1.8,22.1,2.0,0.0,0.2,97.0,33.0,32.0,19.0,13.0,17.5,5.4,1.9,4.6,41.2,0.8,2.5,33.3,0.7,0.8,92.0,0.8,1.6,2.3,2.5,1.0,0.9,0.1,1.0,13.0,0.0,0.0,-0.5,107.0,32.0,17.0,9.0,8.0,15.1,3.8,1.1,3.7,30.2,0.2,2.0,11.8,1.3,1.3,100.0,0.5,1.5,2.1,1.8,0.9,1.1,0.1,1.3,10.2,0.0,0.0,-0.6,136.0,31.0,15.0,11.0,4.0,4.7,1.7,0.5,0.9,61.5,0.3,0.5,50.0,0.4,0.4,100.0,0.1,0.5,0.6,0.5,0.2,0.3,0.0,0.5,3.7,0.0,0.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,TIANNA HAWKINS,,,74305.0,WAS,72141.0,WAS,284200.0,ATL,210100.0,WAS,210100.0,WAS,210100.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,33.0,40.0,19.0,21.0,23.1,8.2,3.3,6.6,49.1,0.7,2.2,33.3,1.0,1.3,75.0,1.5,3.5,5.0,1.4,1.2,0.8,0.4,2.5,17.6,3.0,0.0,-2.1,103.0,32.0,25.0,15.0,10.0,12.8,4.9,1.8,4.6,38.6,0.6,2.1,26.4,0.8,0.8,95.2,0.6,1.8,2.4,0.8,1.2,0.4,0.1,1.7,9.5,0.0,0.0,-0.1,99.0,31.0,28.0,7.0,21.0,15.4,4.9,1.8,4.5,39.7,0.6,2.4,24.2,0.8,0.8,91.3,0.5,2.6,3.1,0.6,1.1,0.4,0.5,2.2,11.0,0.0,0.0,-2.1,57.0,30.0,17.0,5.0,12.0,19.3,8.5,3.1,7.6,40.8,1.0,3.4,29.8,1.3,1.5,84.6,0.7,2.8,3.5,1.0,1.2,0.8,0.4,2.6,16.4,1.0,0.0,-5.3,48.0,29.0,31.0,23.0,8.0,15.4,9.5,3.6,7.1,51.4,1.1,2.9,36.3,1.2,1.3,92.5,1.5,2.7,4.2,0.7,1.1,0.5,0.1,2.5,16.7,0.0,0.0,1.5,76.0,28.0,32.0,20.0,12.0,16.6,6.3,2.5,5.7,44.3,0.8,2.2,35.7,0.4,0.5,82.4,1.1,2.4,3.5,0.8,1.1,0.5,0.4,2.5,13.1,1.0,0.0,-1.5,70.0,27.0,33.0,18.0,15.0,16.6,6.9,2.7,5.7,47.1,0.4,1.4,26.1,1.2,1.3,95.3,1.3,2.9,4.2,0.3,0.8,0.5,0.2,2.4,13.4,0.0,0.0,0.1,102.0,26.0,24.0,9.0,15.0,10.5,4.7,1.8,3.5,49.4,0.5,0.9,50.0,0.8,0.9,85.7,1.0,1.5,2.5,0.4,1.0,0.2,0.2,2.2,8.8,0.0,0.0,-2.0
170,YVONNE TURNER,,,74305.0,SEA,3750.0,PHX,,,98965.0,PHX,98965.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,36.0,21.0,5.0,16.0,9.2,2.5,0.9,2.0,46.3,0.0,0.1,33.3,0.7,0.9,77.8,0.1,1.0,1.1,0.9,0.7,0.4,0.1,0.7,5.5,0.0,0.0,-2.8,114.0,35.0,9.0,1.0,8.0,15.4,4.0,1.3,4.1,32.4,0.3,0.8,42.9,1.0,1.2,81.8,0.3,1.2,1.6,2.0,1.4,0.3,0.0,1.3,8.6,0.0,0.0,-3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,32.0,29.0,11.0,18.0,20.5,6.4,2.0,5.9,34.3,0.9,2.7,32.9,1.5,1.7,87.8,0.3,2.5,2.8,2.3,2.0,0.6,0.1,1.3,13.8,1.0,0.0,-0.7,98.0,31.0,32.0,18.0,14.0,13.3,4.1,1.5,3.9,37.6,0.7,2.2,32.4,0.5,0.7,68.2,0.2,1.6,1.8,1.3,0.6,0.7,0.1,1.1,9.4,0.0,0.0,0.0,85.0,30.0,34.0,18.0,16.0,12.8,5.1,1.9,4.7,41.0,0.4,1.6,24.1,0.9,1.1,76.3,0.4,0.6,1.0,1.1,1.1,0.6,0.0,1.1,8.7,0.0,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,KITIJA LAKSA,,,70000.0,DAL,,,,,196378.0,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,LI MENG,,,62285.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,29.0,34.0,17.0,17.0,15.9,5.6,1.8,4.8,37.8,1.3,3.6,36.4,0.6,0.8,84.6,0.2,0.9,1.1,1.0,0.8,0.3,0.0,1.1,9.6,0.0,0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,MARINE JOHANNES,,,62285.0,NY,40713.0,NY,,NY,138040.0,NY,41965.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,MORGAN BERTSCH,,,62285.0,CHI,,,,,,,,,,,,,,,132.0,27.0,11.0,3.0,8.0,9.1,2.0,0.5,2.7,20.0,0.2,1.4,13.3,0.7,0.9,80.0,0.7,0.8,1.5,0.2,1.2,0.1,0.1,1.3,4.3,0.0,0.0,-4.5,97.0,27.0,28.0,14.0,14.0,14.2,4.4,1.7,3.7,45.6,0.6,1.3,44.4,0.4,0.6,75.0,0.4,1.3,1.7,0.7,1.1,0.4,0.3,1.8,8.5,0.0,0.0,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,ROBYN PARKS,,,62285.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,31.0,37.0,16.0,21.0,13.7,3.9,1.4,3.8,38.1,0.9,2.4,36.8,0.2,0.2,100.0,0.4,1.2,1.6,0.4,0.5,0.3,0.1,0.9,7.7,0.0,0.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,XU HAN,,,62285.0,NY,,NY,,NY,189522.0,NY,189522.0,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
